id,licenseplatenumber,color,yearofproduction,price,modelid
40690,dwpegqz,pink,1993,5086,923
40691,nabctrf,cyan,2006,54309,917
40692,pgzpexm,azure,1996,39953,735
40693,cguzfvl,silver,2008,77109,931
40694,mzbuemt,azure,1998,6026,907
40695,nowxhpn,purple,2005,87749,502
40696,vbeztag,maroon,1996,41581,451
40697,lyywpaz,teal,2002,67346,403
40698,fyyaxmw,black,1997,70916,312
40699,qkyeovf,magenta,2001,84374,79
40700,favkqfg,silver,2010,60037,485
40701,retwciq,silver,1998,65822,462
40702,iuofiwz,pink,1997,59012,318
40703,ydcwlob,maroon,2002,63829,114
40704,yskzqdu,plum,2016,34282,24
40705,hdchecs,teal,1993,76322,762
40706,ukjnmjt,lime,2005,93698,898
40707,rianluk,olive,2016,91407,919
40708,kslxjtw,salmon,1993,9719,903
40709,ehjozjq,pink,2017,70818,884
40710,vqhxdeh,salmon,2013,23148,245
40711,atztzzu,cyan,2004,8105,493
40712,jzxojxr,pink,1996,28405,291
40713,rgmcrdt,blue,1996,42954,85
40714,xrmyfkx,tan,2001,80992,775
40715,bzcrqpl,pink,2017,16333,757
40716,focrxio,red,2002,51578,189
40717,hkfszdq,purple,1992,88214,513
40718,gspippk,gold,1994,60384,173
40719,xhlykom,orchid,2010,13815,731
40720,gfwdxtf,orchid,2002,9677,791
40721,lxkztqx,violet,2000,53106,333
40722,mclmpmg,pink,1990,77496,906
40723,ocnbyrj,plum,1993,6961,768
40724,ddvxnmg,"sky blue",2010,56549,526
40725,rxsznol,indigo,2007,57820,505
40726,iebjdac,salmon,1995,11527,745
40727,zxnhbsa,"sky blue",2004,95748,97
40728,adgyhwq,pink,1996,96520,990
40729,wflpbbu,indigo,2008,62302,302
40730,gyfkevq,olive,2014,4454,107
40731,vawadzb,pink,2010,50474,811
40732,tdjozgx,tan,1991,96985,146
40733,bceiehl,azure,2002,93236,885
40734,khkawpu,violet,2013,61788,971
40735,bcstzts,gold,1996,80989,219
40736,ougmqnz,maroon,1993,58597,131
40737,bwfisna,black,2011,88574,711
40738,puxbreu,tan,2017,6527,905
40739,xgmfkia,turquoise,2005,35115,185
40740,qvlbwwe,gold,2013,7457,894
40741,yaqqrwh,turquoise,2014,78972,120
40742,ztswlac,green,2002,38310,259
40743,bdvrref,purple,2007,54405,908
40744,rdgtbhl,red,2007,60310,897
40745,pptppsy,plum,2007,67532,685
40746,opswmft,purple,1998,26055,575
40747,hpiwrzi,plum,2010,79514,679
40748,jjwtqpi,white,1995,87876,162
40749,paqauah,yellow,2009,22947,214
40750,ftmpxox,magenta,2005,93878,126
40751,bbeoglz,teal,2011,65954,692
40752,vtdenrl,tan,1992,80418,124
40753,qpmsvjf,ivory,1992,73383,996
40754,nlgmgns,black,2014,66969,896
40755,piludip,ivory,1999,8976,531
40756,lcruurs,"sky blue",2002,8452,450
40757,xpzxkqk,maroon,2004,65581,738
40758,asaollh,pink,2010,40448,465
40759,amclbjz,ivory,1997,73400,396
40760,zzjwtuz,plum,1994,11284,419
40761,lftyenw,azure,2008,14032,830
40762,rbroumi,orange,1992,93684,550
40763,yrunoro,grey,1990,72684,41
40764,zqhyfpf,lavender,2016,97906,177
40765,nkyyxrr,black,2012,17427,530
40766,zzjfold,orange,1999,61656,486
40767,ddnldih,red,2016,19655,412
40768,rebkckk,red,1996,93081,385
40769,udholxg,"mint green",1998,64668,871
40770,czodhqa,orchid,2004,6066,676
40771,kgtytjm,blue,1995,56838,562
40772,vkuyuml,magenta,2001,30859,157
40773,ekgvqqx,purple,1997,48520,904
40774,dtrxxpv,purple,2001,60743,166
40775,zuqnivc,yellow,2004,56611,256
40776,ufdypha,orchid,1995,15982,750
40777,kujbyyk,pink,1993,61392,202
40778,heqgtwt,yellow,2013,62058,361
40779,csuzazi,black,2015,37234,366
40780,nwwkrpq,olive,2009,81925,230
40781,novaoso,tan,1999,52892,602
40782,btzedco,violet,2017,2109,372
40783,hitqaeu,black,2010,89981,696
40784,lhzirmw,magenta,1999,47141,110
40785,ngtpsff,gold,1999,74425,530
40786,xremles,purple,1998,5533,57
40787,ztizisb,violet,2016,49954,571
40788,ypgqnaj,violet,1993,51012,712
40789,xvdsefv,cyan,1994,64941,326
40790,oxxdrzw,violet,1994,62519,500
40791,ewrnesa,green,2000,44461,446
40792,ztqbhtd,orange,2006,40220,307
40793,ucfxeuk,turquoise,2012,8664,934
40794,rnbmbaw,maroon,2004,66501,501
40795,ebcebpi,pink,1990,54425,246
40796,mvmfmsy,green,1998,23425,348
40797,jifakqa,salmon,2013,9313,952
40798,rmgkxvx,teal,1993,46963,701
40799,kjofbzh,fuchsia,1997,59080,166
40800,uaahqmc,orchid,2003,83093,709
40801,faglhox,white,1994,8153,254
40802,bpwhors,grey,2013,4118,323
40803,ehbjcze,pink,2007,82450,184
40804,tnmivxf,fuchsia,2003,8299,539
40805,uavbsds,turquoise,1995,75005,410
40806,smrkbxu,white,2006,31361,601
40807,blnmmyo,blue,1997,44875,38
40808,jzdyakl,orange,1993,77124,582
40809,jvocidw,blue,2011,16884,515
40810,segihtv,olive,2015,59317,524
40811,keunljq,cyan,1998,43808,720
40812,mvjmyif,red,2000,59447,819
40813,eoppnrq,fuchsia,2011,91468,916
40814,xqjxsmn,orange,2012,88650,813
40815,wdcgmrr,salmon,1999,54920,567
40816,yjynxol,turquoise,2002,94044,383
40817,qddvsou,silver,2008,94984,140
40818,qawkjvs,grey,2000,28181,682
40819,qvkxngq,orchid,2002,17714,278
40820,uiytkqx,azure,2016,41522,898
40821,fxowtpd,orange,2008,32001,341
40822,pdoqfzc,purple,1991,29590,33
40823,lxgscbt,ivory,2005,27954,158
40824,wvzpata,lime,1992,21286,731
40825,zxexdkv,"mint green",2017,55280,665
40826,yrpqeje,white,2012,17032,401
40827,htafste,indigo,2016,80340,9
40828,oemttks,turquoise,2000,68608,887
40829,ulplikd,grey,1994,19081,177
40830,vknrhne,tan,2005,45780,222
40831,yaxxrow,"mint green",1991,5017,365
40832,ugehqqt,maroon,2006,5890,329
40833,wqwuder,gold,2000,41821,984
40834,ycuxtqi,purple,1999,56768,430
40835,ztpoptp,"sky blue",2005,62523,301
40836,rigvisb,lavender,2003,90379,608
40837,eehnbol,salmon,2002,50457,531
40838,otwbcxl,ivory,1991,69791,479
40839,eugeefl,violet,2010,53389,961
40840,ljevekn,teal,2008,79798,993
40841,gzofjdf,fuchsia,2012,4275,486
40842,rjgaghx,teal,2013,33994,985
40843,voiiifm,white,1996,76640,434
40844,uihridn,purple,2001,48636,884
40845,mjovvhr,fuchsia,2010,75854,1
40846,jsikyco,fuchsia,2005,88851,716
40847,mtzdwam,purple,2010,15223,276
40848,rnfdokz,teal,2001,5216,166
40849,jgbefic,plum,2004,23202,396
40850,liqweha,maroon,2002,61688,530
40851,ynomike,plum,2003,18552,480
40852,ozyxqpt,cyan,1994,21314,264
40853,fffsbis,azure,1999,18270,509
40854,lunhihl,silver,2003,99467,282
40855,ngnkoco,violet,2014,17826,24
40856,djtaofj,blue,2004,79473,246
40857,swqgzhh,"mint green",2001,32387,900
40858,vwlmdoe,violet,2014,59722,113
40859,pnkknfs,orchid,2008,95103,582
40860,wzsmspy,silver,2012,58460,622
40861,kzqbftp,plum,1990,15353,688
40862,jjkwzqr,orchid,2010,64231,503
40863,ejyarlh,silver,2000,24438,127
40864,lydglcg,fuchsia,2002,13376,396
40865,xfjdoob,turquoise,2008,91203,529
40866,paatpte,"sky blue",1994,41001,925
40867,yvdekjz,cyan,2001,36500,929
40868,oztlpqq,silver,2015,5365,156
40869,khsjfsz,ivory,1990,57517,146
40870,irdkixc,purple,2014,14509,292
40871,smjgkiw,fuchsia,2003,57140,689
40872,wzftuew,fuchsia,2003,30021,240
40873,pgedhud,orchid,2008,14282,136
40874,wncwjgt,pink,2017,28825,39
40875,mpebdxw,silver,2004,61451,9
40876,odjhpve,azure,2009,90171,424
40877,whybkiu,violet,2010,34914,661
40878,nbnryll,"sky blue",2013,73933,608
40879,liwpmlv,red,2009,9340,415
40880,lhzguxe,teal,2004,48998,346
40881,oxsxflb,turquoise,1999,65870,812
40882,ktuapsa,ivory,2012,56903,507
40883,vdohleo,indigo,1996,8779,731
40884,ledmliq,pink,2005,89914,281
40885,ngtysey,yellow,2016,93695,78
40886,viywetg,plum,2003,89634,154
40887,onwauvb,magenta,1990,24579,969
40888,tteosrb,cyan,1996,46410,876
40889,fzfpolb,orchid,2016,63263,746
40890,eeispbo,tan,1997,54467,533
40891,yauielm,olive,2012,54313,918
40892,xufyboh,indigo,2002,38968,432
40893,ijlxlne,red,2004,17117,299
40894,rdslxie,maroon,2013,95568,323
40895,hodwvys,salmon,1997,85501,769
40896,uciobjk,turquoise,2016,57068,323
40897,wsxvazi,lavender,2003,73975,121
40898,txejaws,purple,1991,5632,38
40899,codrnvr,red,1999,96379,321
40900,yszaqxi,silver,2008,90683,737
40901,atmeape,plum,2005,36667,926
40902,yaylsqd,"mint green",2004,52696,548
40903,tfeqajr,silver,2003,7919,798
40904,xttgmcl,fuchsia,1994,67755,387
40905,mxtukoi,ivory,1998,31330,138
40906,okzckrd,fuchsia,2015,71801,588
40907,abscaxw,orange,1995,64797,709
40908,jgygecm,tan,2000,55339,748
40909,itvjawa,salmon,1999,44440,168
40910,fwcqurc,teal,1997,90977,128
40911,pdvrgsk,orchid,2000,15271,331
40912,wdusozw,orange,1991,6279,537
40913,qfcgohp,black,2007,29982,66
40914,nfyskla,orange,1991,89234,358
40915,cwsmcsm,lime,2013,13544,48
40916,hpbospw,orange,1990,38771,595
40917,tgofgjd,"sky blue",1993,62093,716
40918,dfsrost,lime,2012,34797,645
40919,klhkcgn,maroon,2003,9847,371
40920,khdfueq,silver,2005,90845,527
40921,hrhokgi,gold,2003,74240,100
40922,ldwwijd,orange,2014,62737,982
40923,acmbffa,green,2009,18405,779
40924,nxrnhzb,lavender,2015,74238,214
40925,mbtyewf,fuchsia,1993,32995,583
40926,vibmyip,tan,2014,19375,233
40927,xukclxl,teal,2011,9191,747
40928,qwrflxr,lavender,1996,85007,973
40929,bnjqxxc,green,2001,52091,183
40930,ghfbpua,gold,2005,18539,487
40931,nixculb,turquoise,2006,81185,944
40932,wnbukuq,black,2003,87991,605
40933,gzxkljw,magenta,2009,88950,183
40934,gspcayp,olive,2006,13993,307
40935,twleqow,lime,2005,48442,366
40936,ljamopv,silver,2008,71850,598
40937,lathqtk,olive,1992,89893,31
40938,hwrmyuw,tan,1998,73794,731
40939,vpckxdo,grey,2000,36745,486
40940,lpcalhc,blue,1997,58944,674
40941,mftijdl,turquoise,1999,26479,526
40942,tibnbvc,ivory,1998,62123,192
40943,nkuzara,white,1997,56998,300
40944,vtfvubn,teal,1997,92113,715
40945,pixqymr,red,2001,36173,942
40946,cxrmcag,cyan,2010,69703,44
40947,wacyniw,yellow,2014,76741,427
40948,navxjnx,"mint green",2009,56562,782
40949,ruwnvdk,indigo,2002,54388,210
40950,ltnyfqe,pink,2017,82328,887
40951,kyqfqxk,tan,2015,78918,71
40952,hhhpfqv,green,1994,35260,669
40953,mwwayoe,black,2017,82719,646
40954,sxectqt,gold,2009,64260,719
40955,tkogelw,green,1997,10528,37
40956,hylxmpt,cyan,1992,4826,478
40957,cleumgf,pink,1992,50291,633
40958,mqstwim,lavender,1991,90858,777
40959,mjngvik,"sky blue",2001,25304,426
40960,ledbjxz,teal,2008,67426,746
40961,gscbhaq,azure,1994,92480,485
40962,xwflszk,plum,1990,97477,424
40963,lkjztvh,silver,2012,70954,358
40964,zwkbnxz,purple,2010,83892,312
40965,ulawhqr,fuchsia,1998,15787,442
40966,ktcrzya,magenta,2007,26658,886
40967,ccyfspf,white,1998,97244,967
40968,ctbjhno,green,2004,59487,563
40969,uxymvfa,gold,2001,44098,914
40970,mvvojfq,violet,2003,16082,117
40971,rdelsrw,maroon,2014,80725,61
40972,rcozquh,white,2012,10397,12
40973,ifeovtz,maroon,2015,76474,480
40974,arymllh,teal,1995,99184,568
40975,ikiuoiz,orchid,2000,33563,835
40976,bpgrata,indigo,2009,54138,620
40977,cljpbsy,indigo,2002,60726,958
40978,fyhmxiv,magenta,2015,69580,175
40979,tumfwug,indigo,2002,24977,85
40980,wbqxzeb,turquoise,1991,52686,270
40981,zgjtvgc,ivory,2010,15515,904
40982,foqjvit,salmon,1994,91557,824
40983,ppilcoz,"mint green",1990,61251,458
40984,dbuszsj,yellow,1994,15778,795
40985,rxuvnzp,orchid,2000,51592,409
40986,syegfxx,white,1999,81931,399
40987,wrolfjk,green,2007,6524,62
40988,geuuvks,yellow,1993,34705,260
40989,ecwqdhs,lavender,2008,21209,668
40990,svrqemr,lavender,2000,60241,174
40991,qosldlv,purple,2003,23631,459
40992,ygakknu,"mint green",2009,42141,201
40993,voifcgd,olive,2012,51355,32
40994,ycrdouz,olive,2012,81416,764
40995,gazswrp,olive,2003,95286,253
40996,nukhshr,white,2001,12503,798
40997,cngecyg,red,2014,90327,59
40998,jfagbch,maroon,2016,20128,230
40999,grxroio,magenta,2015,44969,722
41000,vtjnpvk,purple,1994,14942,907
41001,hryarap,green,2003,44493,34
41002,dzpiwre,indigo,2001,42693,866
41003,aemmzxt,lavender,1991,65343,701
41004,gvxvsij,turquoise,1992,89546,511
41005,scfysom,lavender,1998,39082,727
41006,mdcflgg,gold,1993,90737,392
41007,ojpaiha,violet,2011,15211,651
41008,sluyxyu,teal,2017,98260,502
41009,hsqabhi,cyan,1992,22291,111
41010,hirkenz,gold,2001,96864,320
41011,hlggvak,cyan,2009,66117,328
41012,ckymaft,lime,1992,9766,192
41013,rcnhakj,plum,2015,72885,51
41014,qbzeruo,orchid,2004,11313,804
41015,lhpbibo,ivory,2008,8848,25
41016,iztmbyq,grey,2009,49842,307
41017,mymkbzt,olive,2003,70190,872
41018,jmmsusj,magenta,1996,91340,129
41019,mvapknb,orchid,2012,2864,945
41020,cfkgixg,black,1997,97338,409
41021,gixezba,"mint green",2015,48186,461
41022,kpobedq,lime,2011,4227,314
41023,zqhjfuo,fuchsia,1993,29163,443
41024,qepewip,purple,1992,43805,933
41025,ufbaexb,magenta,2008,30639,832
41026,hrxfjzx,white,2005,30304,786
41027,djfijbz,violet,2016,81381,115
41028,jpcwfya,purple,1998,77438,330
41029,yufpgpi,orange,1996,11871,8
41030,jwvjnaq,purple,1993,10520,488
41031,skkhitr,violet,2017,50821,18
41032,ffiwlav,salmon,1993,49869,868
41033,eodbsmv,"mint green",2016,64095,667
41034,ohzsmky,silver,2014,54067,968
41035,xuijijb,magenta,2013,89889,472
41036,kqhcnxr,turquoise,1995,6635,639
41037,yinccpz,gold,2012,45365,996
41038,gypager,lavender,1993,95620,51
41039,lqqgsan,salmon,2013,16119,656
41040,ptjypsj,indigo,2003,89129,257
41041,wnknklo,magenta,2004,56114,974
41042,mflssat,gold,1999,85328,316
41043,gjqxgew,tan,2001,15742,325
41044,ezeitig,indigo,2011,75364,68
41045,nxscize,maroon,2012,87780,439
41046,itmnbjt,red,1999,7333,15
41047,csgnwsh,salmon,2002,84494,394
41048,vjvlhhi,green,1994,89746,887
41049,zgdrqvp,pink,2008,94763,700
41050,qziolqr,lime,2016,38928,658
41051,pnwirpd,tan,1995,16959,365
41052,cqydspr,yellow,2011,70744,594
41053,istzksn,ivory,1992,31080,619
41054,wsxubxb,fuchsia,2003,30160,351
41055,jxwlvfs,lime,1999,45572,496
41056,tcrbcyd,turquoise,2016,30338,3
41057,rwttflm,violet,2007,82758,633
41058,ifvjyph,silver,2003,22525,756
41059,xxzhmjs,olive,2010,4615,716
41060,wmeuhhe,fuchsia,2004,54657,510
41061,wqvbxrl,silver,1995,14055,988
41062,nymmmpd,turquoise,1998,44908,221
41063,ladhygf,red,1993,92401,27
41064,ozbklki,orchid,1994,97764,977
41065,nvnkebz,white,1993,72128,825
41066,zqqabpq,"sky blue",2016,64248,901
41067,zqmpzdn,violet,2007,15388,174
41068,lpnwsqm,teal,2014,79187,58
41069,wkuhvfb,olive,2009,59184,823
41070,wigwaoa,yellow,1997,17680,601
41071,vkzsuqa,"mint green",1991,96131,792
41072,zfcnhmi,cyan,2012,80755,669
41073,hzefwwf,indigo,2016,8147,653
41074,ptxmllf,blue,2005,15040,919
41075,fvmrnuh,red,2000,9022,640
41076,viltksu,salmon,2015,32307,923
41077,uztajfs,plum,2007,9730,205
41078,qcixwph,yellow,2005,93180,88
41079,evxwacm,orange,2009,87494,204
41080,ztkpfbv,olive,1999,70847,792
41081,abrhuey,cyan,2012,33631,644
41082,vvvoyvh,fuchsia,2016,12603,670
41083,lqcbstz,tan,1991,61176,494
41084,ztovlid,lime,1996,51731,802
41085,eswdusm,olive,1991,15909,345
41086,yxtzvtj,indigo,2003,70670,12
41087,nqdrpud,gold,1992,46129,296
41088,uawhaoq,turquoise,1994,58239,188
41089,nxuolso,orchid,2016,79788,449
41090,ahdxzab,orange,1993,62237,199
41091,qvbubfs,indigo,2001,53514,185
41092,avbryem,teal,1997,17163,15
41093,xqwzfue,tan,1997,89123,123
41094,lhxpyfs,cyan,1998,61392,159
41095,tlosenw,yellow,1993,53360,232
41096,rzjlgcm,cyan,2017,38867,629
41097,tsuphtm,tan,1998,57505,806
41098,bwwikaq,red,1992,63769,749
41099,klugchz,green,2017,10559,978
41100,puibvdw,ivory,2008,84994,795
41101,yyanucs,salmon,2009,11180,369
41102,qpllowt,red,1997,7412,438
41103,afecohv,violet,2001,44586,574
41104,alckzya,blue,2012,77652,342
41105,ikzemmb,lavender,1991,5742,555
41106,ucekyuh,turquoise,1996,10979,518
41107,fbkmcod,fuchsia,2002,22062,545
41108,jllptnn,yellow,2010,67847,253
41109,izfgpyx,plum,1991,12060,740
41110,isvsele,fuchsia,2004,41644,200
41111,yiwycvf,ivory,2013,55033,570
41112,ajpuipo,ivory,2003,44920,79
41113,vqoohgs,turquoise,2000,57103,544
41114,ymrawkv,lavender,1990,95228,877
41115,aaaqdhv,lime,2005,96508,486
41116,hejmyhv,"mint green",2012,60998,612
41117,awfjfzc,indigo,2000,38953,155
41118,ibwslte,pink,2013,20473,501
41119,oeesxvs,"sky blue",1996,45394,72
41120,aflwsjp,red,2012,78158,502
41121,cmeaiso,green,2001,45600,513
41122,zqgzdth,teal,2003,98778,393
41123,ikxtwjy,black,2000,24322,751
41124,kuvrbkd,salmon,1998,83009,804
41125,viwnwuw,turquoise,2006,47716,814
41126,dbmcufl,pink,1995,22455,233
41127,umtasmd,plum,1999,31131,9
41128,vdmdaal,blue,2008,68314,852
41129,aokrxqu,teal,2000,8793,991
41130,uxwgvkm,orange,2003,63472,169
41131,whnfphh,olive,2000,71283,749
41132,nfyvffd,teal,2011,15939,660
41133,gifjocn,salmon,2000,74575,882
41134,ibkauwk,"sky blue",2000,82856,576
41135,aedbyii,lime,2014,61196,241
41136,bevuobx,yellow,2011,26386,526
41137,pzvvxjo,red,2001,51933,281
41138,zkyuvcb,ivory,2009,91963,140
41139,ymsbbmv,magenta,2003,81023,841
41140,myrlvmn,lime,2011,56778,797
41141,qlmvgaw,purple,2009,64266,311
41142,ybsvqvl,red,2015,51858,333
41143,ladcyao,indigo,1993,96577,19
41144,pthkwwy,purple,2002,80297,934
41145,ifgjjzw,tan,2014,18958,644
41146,jefarxp,indigo,2010,8687,391
41147,vmzufrx,pink,2015,9721,622
41148,zntspyy,gold,2012,40639,552
41149,srpbvht,"sky blue",2010,43167,915
41150,zwtniiv,"sky blue",1992,26570,75
41151,cxzwzwh,orange,1996,15943,754
41152,jxlgtzn,ivory,1991,36018,738
41153,tapnwtj,"sky blue",2002,64136,229
41154,iwgfusv,maroon,2015,50462,414
41155,hgptmdk,lavender,1996,2503,891
41156,zthuihd,yellow,2004,68431,243
41157,tczmwvd,tan,1997,17872,266
41158,leijmje,indigo,2006,7000,253
41159,gzsmafs,maroon,1999,20429,97
41160,cjtcyru,azure,2011,12747,38
41161,bnokaad,red,2010,58212,793
41162,fricvzq,violet,2015,71352,782
41163,rvrukvx,plum,1996,42830,420
41164,owikwwh,red,2001,58903,947
41165,jfxxjjf,red,2014,25922,911
41166,hyujbrl,orchid,1990,97356,381
41167,gtqrmrw,plum,1993,49178,464
41168,daqnkvj,fuchsia,2011,71647,721
41169,ceeipdm,purple,2012,97442,845
41170,qvqqfbj,red,2011,31032,897
41171,okgsmwt,pink,2010,87123,152
41172,uriqakz,fuchsia,1991,31013,918
41173,qwqjotg,azure,2005,82279,399
41174,mtpurew,lime,2004,37104,197
41175,vxigqxo,tan,2015,96161,759
41176,xjyluqh,indigo,1993,53067,96
41177,xepjidz,plum,2011,83176,208
41178,imrasec,turquoise,1997,68681,524
41179,fuvpgvh,magenta,2012,44111,54
41180,mihziwk,silver,2014,99878,320
41181,ptmegem,red,2010,83233,465
41182,neqqeeu,orange,1993,57174,854
41183,reecvxo,lime,2011,65556,823
41184,admtrdo,ivory,2008,99034,665
41185,gplebjd,turquoise,1997,73734,516
41186,vtyvbup,purple,2001,12127,83
41187,smzwjva,olive,2014,66603,709
41188,rackhgp,pink,2010,87031,991
41189,ntcklbh,salmon,1994,27419,890
41190,ptlinsw,white,2001,92957,407
41191,ervyggd,indigo,2016,89815,36
41192,wpbwers,"sky blue",2016,9319,517
41193,aabfcnv,violet,2011,59648,687
41194,oeqyoeh,turquoise,1992,63123,518
41195,vybdzvr,orange,1991,13988,297
41196,mxfkxhl,indigo,2007,76723,237
41197,nbkctjk,orange,1995,58096,155
41198,nqjezpb,violet,1998,62308,381
41199,bhhpser,magenta,2010,6572,451
41200,cusdgzo,pink,2006,57879,877
41201,lbkkwie,grey,1998,25340,782
41202,wnmokgb,grey,2002,17864,597
41203,xgwkdgl,fuchsia,2000,58003,207
41204,eoguvjy,silver,1999,6149,394
41205,ashdjnf,green,2015,56500,342
41206,piqtvgl,green,2000,43364,407
41207,iuzgsef,blue,2017,77722,915
41208,untpegx,orchid,2017,23041,846
41209,qwhsgib,salmon,2004,16441,988
41210,kxtmweq,"mint green",1996,36472,468
41211,ozdchtf,pink,1994,34097,414
41212,ebyhcbk,maroon,2010,27658,493
41213,rnyokyi,lavender,2014,44750,675
41214,fvlveih,red,2013,2517,311
41215,bjawlaj,tan,2011,30564,459
41216,cfzbxba,green,1991,11455,485
41217,zszlnkv,fuchsia,2012,12388,9
41218,uxwvbnl,olive,1993,70126,228
41219,corvsbo,violet,2016,77561,673
41220,pxkvhbo,red,2014,21969,341
41221,lpsgdks,ivory,1994,48116,234
41222,ozijfkf,red,1995,89313,346
41223,nqnvofs,lavender,1991,27952,403
41224,lvwfkxn,red,1994,48954,149
41225,thjcsfb,grey,1999,16590,212
41226,xicgzrz,ivory,2006,17909,323
41227,uodxypz,white,2015,66624,929
41228,sibfcfo,green,2002,51476,762
41229,nnukmus,red,1991,17706,833
41230,njilrfu,orange,2004,14748,913
41231,xecjwfw,lavender,2014,75071,587
41232,daruecv,gold,2005,71478,119
41233,wfhracz,yellow,2008,68024,753
41234,bwguhrz,yellow,2011,37364,33
41235,jjwvskd,white,1993,36310,392
41236,dhcrmuk,gold,2010,86970,526
41237,uszzmgj,plum,1995,93438,256
41238,hktsdwy,violet,2001,25802,857
41239,kmclsrk,lavender,1991,68602,508
41240,qtpctia,yellow,2002,31840,794
41241,djvhxqn,white,2001,81274,329
41242,vtaghho,pink,1990,6367,254
41243,kvhrexs,gold,2011,44152,69
41244,okmipqx,ivory,2005,27051,881
41245,prxknrn,azure,1996,26784,756
41246,zptsqws,lavender,1992,43931,151
41247,rtppnpi,olive,2006,85045,504
41248,bjbspcd,red,2001,32464,310
41249,cruracg,maroon,1994,51903,28
41250,bectsmc,maroon,2013,11501,489
41251,pvucrvy,violet,2001,86307,84
41252,suctmvy,gold,1990,98222,233
41253,phfuckr,white,2016,55129,294
41254,sujuree,plum,2008,85823,253
41255,prmjweb,maroon,2003,70500,122
41256,ixlzjnn,ivory,2012,21427,520
41257,quwsdaa,lime,1996,2930,594
41258,qbniahx,lime,2000,4334,685
41259,pqdklnq,white,2002,88793,757
41260,hfvrbko,olive,2013,60685,341
41261,pbtaqmt,cyan,2017,9904,995
41262,hrregjt,lime,2006,10771,285
41263,etbaegt,orange,2017,51669,126
41264,boaikcl,salmon,2009,26315,69
41265,hutczmp,red,2009,45258,91
41266,oymgrpw,cyan,1997,49674,449
41267,wfjcrib,ivory,2011,79686,524
41268,zwddejg,orange,1999,2565,797
41269,wismovq,cyan,2015,76676,298
41270,lppzrcb,orange,2014,95756,262
41271,eblnaid,olive,2017,41956,870
41272,lnecztv,turquoise,2007,11797,477
41273,rggoble,olive,2004,39594,399
41274,mqswocc,turquoise,1999,25058,312
41275,lhhppxu,red,2013,18822,514
41276,zzigkdt,lavender,2007,75387,570
41277,jvxqdfx,ivory,1993,79217,859
41278,bkyjhjh,lime,2016,41214,370
41279,syobpgb,orange,2010,40219,66
41280,atmywue,silver,2007,20191,252
41281,btqswpm,violet,1993,49436,989
41282,ecrxtpi,gold,1991,85948,742
41283,btiwaju,purple,2005,41052,519
41284,mzxuvst,lime,2005,73976,815
41285,lnljinj,grey,2017,81508,199
41286,emmfsqj,tan,1996,28210,485
41287,ippfyfl,indigo,2017,51445,366
41288,wzxgncs,"mint green",2014,29039,797
41289,rskllou,indigo,1994,55271,75
41290,alpaekh,lavender,1998,15538,909
41291,zavpqnw,purple,2016,5456,200
41292,vwoohzm,magenta,2009,84166,823
41293,vksnvvw,fuchsia,1996,24920,337
41294,tsyroee,black,1992,59481,565
41295,qnqcobi,red,2014,19451,8
41296,gewbxkk,"mint green",1995,96371,237
41297,vdzknbf,"sky blue",2011,69162,932
41298,bylocqm,"mint green",2000,56226,4
41299,bdbdkmp,azure,2003,78570,714
