id,street,housenumber,cityid
35731,"Yesenia Island",63882,478
35732,"Ethan Ferry",19447,697
35733,"Beier Green",62594,213
35734,"Boehm Mountain",78368,201
35735,"Hermiston Haven",416,625
35736,"Modesta Square",2015,70
35737,"Beau Well",362,554
35738,"Elvie Parks",6930,577
35739,"Cartwright Corners",785,308
35740,"Merri Overpass",2946,474
35741,"Adriene Cape",09370,308
35742,"Tracie Expressway",6521,133
35743,"Dot Key",95616,115
35744,"Bogisich Corners",640,141
35745,"Stephani Keys",38169,661
35746,"Lockman Gardens",7184,174
35747,"Nidia Common",08935,297
35748,"Rema Mills",2952,480
35749,"Pacocha Port",00962,485
35750,"Reinger Views",7003,718
35751,"Thomas Branch",11003,508
35752,"Hermann Heights",59380,699
35753,"Kendra Harbor",98101,369
35754,"Goyette Crest",145,124
35755,"Parker Throughway",7823,132
35756,"Jarod Locks",114,535
35757,"Dwight Stravenue",666,707
35758,"Schmeler Divide",2703,20
35759,"Buddy Parks",19920,351
35760,"Schiller Estate",730,26
35761,"Hermina Circle",2461,179
35762,"Trantow Roads",692,73
35763,"Lindy Islands",336,327
35764,"Glover Roads",43226,193
35765,"Wade Expressway",233,649
35766,"Pamella Pass",168,350
35767,"Gerhold Motorway",80337,247
35768,"Emard Cove",6632,497
35769,"Ryan Garden",9199,669
35770,"Moen Viaduct",56078,216
35771,"Barrows Place",859,64
35772,"Fay Mill",6526,329
35773,"Josephine Vista",9090,609
35774,"Ruecker Wall",90910,74
35775,"Daniel Hill",8584,475
35776,"Powlowski Meadows",8587,447
35777,"Dare Lake",693,51
35778,"Aron Mission",76306,676
35779,"Ondricka Run",35252,217
35780,"Leah Cliffs",578,400
35781,"Stanton Knoll",4859,282
35782,"Sina Groves",46506,454
35783,"Conn Summit",9686,299
35784,"Kulas Village",7704,474
35785,"Ted Wells",90585,156
35786,"Hagenes Park",3007,126
35787,"Joey Isle",30128,609
35788,"Cole Passage",6789,287
35789,"Eboni Neck",93628,707
35790,"Dorsey Club",0395,195
35791,"Bartell Brooks",822,313
35792,"Florencia Drives",2268,300
35793,"Rodrick Branch",3867,658
35794,"Cassin Forges",2218,381
35795,"Audria Lodge",90329,73
35796,"Jeannine Circle",37287,662
35797,"Maria Station",83105,594
35798,"King Coves",7963,518
35799,"Maggio Drive",2448,605
35800,"Little Courts",8628,698
35801,"Lyn Gardens",20562,194
35802,"Stracke Burgs",35200,336
35803,"Francisco Neck",2086,568
35804,"Buck Fort",6699,242
35805,"Johnson Summit",306,633
35806,"Bettina Shoals",780,459
35807,"Jerome Center",29266,639
35808,"McLaughlin Ports",8224,225
35809,"Wisoky Greens",69643,5
35810,"Bergstrom Meadows",372,399
35811,"Debby Views",03564,655
35812,"Marcelo Street",1256,43
35813,"Kassulke Neck",9967,560
35814,"Nader Points",8443,350
35815,"Thurman Spurs",91479,570
35816,"Considine Rest",929,89
35817,"Ebert Harbor",7334,676
35818,"Dewey Station",3745,80
35819,"Schinner Bridge",4958,70
35820,"Reichert Isle",7209,251
35821,"Miquel Orchard",2818,307
35822,"Niki Ways",915,489
35823,"O'Conner Branch",936,641
35824,"Hand Forest",120,438
35825,"Stroman Prairie",7243,507
35826,"Fay Radial",46431,622
35827,"Cormier Mountain",96541,9
35828,"Renner Grove",293,706
35829,"Jc Mount",84176,488
35830,"DuBuque Walk",05058,571
35831,"Kuhic Crossing",3457,526
35832,"Marilynn Route",57976,248
35833,"Jast Tunnel",85539,398
35834,"Wilford Ramp",793,294
35835,"Bernardina Drive",584,50
35836,"Dino Center",12179,226
35837,"Modesto Meadows",8323,320
35838,"Dexter Station",8432,231
35839,"Josiah Trace",29199,459
35840,"Christiansen Mills",307,70
35841,"Grant Burg",921,712
35842,"Cruickshank Valley",22784,410
35843,"Jina Highway",2605,193
35844,"Jacqueline Manors",03783,231
35845,"Russel Mount",4030,380
35846,"Stokes Hollow",492,662
35847,"Hayes Points",989,238
35848,"Carroll Common",29895,534
35849,"Elke Union",000,178
35850,"Zboncak Neck",16269,197
35851,"Wiegand Hill",292,581
35852,"Terrence Road",4731,384
35853,"Corkery Alley",556,231
35854,"Etsuko Pines",6088,60
35855,"Aufderhar Plaza",851,540
35856,"Bednar Squares",0138,53
35857,"Lindgren Grove",271,135
35858,"King Brook",7772,254
35859,"McKenzie Overpass",472,281
35860,"Runolfsdottir Isle",445,556
35861,"Jenniffer Parkways",022,533
35862,"Dorsey Street",7185,292
35863,"Kuvalis Flat",29339,104
35864,"Hickle Burg",891,232
35865,"Von Lodge",35107,695
35866,"Smitham Well",061,341
35867,"Bernier Brook",629,704
35868,"Del Neck",33981,204
35869,"Feeney Road",119,142
35870,"Cornell Trail",90652,209
35871,"Loretta Valleys",29340,544
35872,"McKenzie Parkway",73271,608
35873,"Beahan Vista",076,604
35874,"Bogisich Vista",29380,145
35875,"Schiller Courts",2518,414
35876,"Hilll Causeway",25925,326
35877,"Murphy Street",462,368
35878,"Dick Alley",834,539
35879,"Wisoky Mountains",2347,94
35880,"Blake Orchard",257,343
35881,"Evonne Row",833,671
35882,"Bode Crossing",2527,502
35883,"Mei Trail",8334,483
35884,"Tasha Mission",043,467
35885,"Kilback Views",4753,252
35886,"Katrice Garden",419,478
35887,"Kristin Ports",475,409
35888,"Predovic Burg",8795,650
35889,"Dach Shores",10838,716
35890,"Stoltenberg Camp",29107,553
35891,"Collier Junctions",045,670
35892,"Petronila Way",2201,651
35893,"Littel Islands",08827,669
35894,"Malcom Lock",6987,101
35895,"Buckridge Ville",04564,57
35896,"Mathew Parks",52846,309
35897,"Violet Station",104,34
35898,"Hector Shores",3476,204
35899,"Boyer Ferry",217,88
35900,"Sawayn Common",09591,109
35901,"Jacki Cape",17880,16
35902,"Lakin Springs",19084,523
35903,"Ali Trafficway",35488,178
35904,"Fidel Pass",039,440
35905,"Gleichner Stravenue",92861,218
35906,"Jackie Shores",5647,635
35907,"Synthia Freeway",71097,630
35908,"Hane Haven",49612,156
35909,"Gustavo Glens",5935,19
35910,"Theo Fork",78737,733
35911,"Hauck Highway",81368,174
35912,"Batz Manor",4277,680
35913,"Durgan Springs",42176,621
35914,"Hartmann Throughway",169,543
35915,"Hilde Drives",95225,659
35916,"Hermann Coves",6430,66
35917,"Morar Drive",357,309
35918,"Masako Meadows",379,555
35919,"Leeann Garden",98943,423
35920,"Davis Corner",482,591
35921,"Boehm Ridge",575,366
35922,"Honey Tunnel",46130,584
35923,"Gorczany Lock",106,202
35924,"Dicki Trail",843,598
35925,"Boyer Track",5205,332
35926,"Dach Common",60259,96
35927,"Bernier Hollow",5408,5
35928,"Su Ferry",58397,274
35929,"Mao Station",818,390
35930,"Batz Mill",1703,99
35931,"Elaina Ferry",16640,189
35932,"Wilton Run",81371,618
35933,"Connie Alley",10293,600
35934,"Tonia Well",85433,523
35935,"Herman Inlet",5267,184
35936,"Johnson Street",142,287
35937,"Little Isle",4341,199
35938,"Emard Squares",27876,316
35939,"Humberto Glen",70790,649
35940,"Lahoma Brook",0445,116
35941,"Bergnaum Roads",701,8
35942,"Basil Streets",8906,601
35943,"Allen Radial",624,21
35944,"Kristopher Landing",591,352
35945,"Elden Crest",911,308
35946,"Kenton Turnpike",763,616
35947,"Micheal Loaf",4569,97
35948,"Enriqueta Lodge",2493,695
35949,"Hilpert Cape",748,192
35950,"Morissette Viaduct",96649,239
35951,"Peggy Ridges",978,132
35952,"Salley Island",806,390
35953,"Karleen Skyway",0812,252
35954,"Frami Curve",817,679
35955,"Tillman Parks",444,508
35956,"Murray Land",8889,598
35957,"Maggio Knolls",73421,349
35958,"Glover Mission",306,462
35959,"Rowe Flats",557,262
35960,"Truman Gateway",97389,76
35961,"Roxann Knoll",56667,260
35962,"Harvey Stream",00539,555
35963,"Leon Hills",401,19
35964,"Pouros Pass",7246,160
35965,"Tad Turnpike",814,418
35966,"Frances Pine",52973,575
35967,"Rempel Circles",707,663
35968,"Shelly Oval",1956,732
35969,"Eddie Wells",281,278
35970,"Raynor Trace",009,398
35971,"Vandervort Corners",05875,437
35972,"O'Keefe Station",699,210
35973,"Beer Path",0421,221
35974,"Olson Field",1812,335
35975,"Will Mountain",108,715
35976,"Lincoln Cliffs",17486,85
35977,"Keeling View",21111,723
35978,"Barton Ports",06670,25
35979,"Hills Highway",429,386
35980,"Sawayn Orchard",36430,589
35981,"Ranee Extension",686,408
35982,"Rea Underpass",44321,404
35983,"Mark Roads",0710,392
35984,"Bernadine Spur",10208,363
35985,"Ernser Throughway",626,574
35986,"Lebsack Tunnel",36119,327
35987,"Winnie Causeway",09340,227
35988,"Bauch Ridge",4877,378
35989,"Lou Plaza",527,402
35990,"Alla Fords",6227,91
35991,"Hilll Mission",261,48
35992,"Vance Camp",051,520
35993,"Jacobson Locks",241,524
35994,"Cleo Drive",15959,693
35995,"Runolfsson Park",8474,69
35996,"Shaneka Trafficway",6062,433
35997,"Emmerich Brooks",639,599
35998,"Bins Plains",21084,178
35999,"McKenzie Brook",7316,494
36000,"Abram Springs",11216,649
36001,"Friesen Via",484,714
36002,"Harvey Meadow",3484,397
36003,"Berge Manors",7146,383
36004,"Luz Lodge",265,82
36005,"Eugenio Turnpike",51608,653
36006,"Arnita View",299,465
36007,"Frances Center",66643,565
36008,"Nicolas Village",4016,366
36009,"Homenick Manor",613,257
36010,"Enoch Harbor",12430,409
36011,"Boehm Square",7262,728
36012,"Hyatt Hill",4662,512
36013,"Beatty Dale",258,9
36014,"Cherri Extension",7950,69
36015,"Desmond River",404,321
36016,"Keebler Causeway",04458,242
36017,"Kub Garden",734,284
36018,"Hills Squares",9449,461
36019,"Craig Station",99749,565
36020,"Jani Burgs",7199,206
36021,"Jospeh Flat",87787,223
36022,"Koepp Bypass",0662,123
36023,"Roberts Fords",330,472
36024,"Boyer Corner",415,360
36025,"Bernardina Tunnel",478,441
36026,"Upton Ways",164,334
36027,"Ortiz Spur",19077,96
36028,"Lockman Views",0174,447
36029,"Collier Hollow",0517,269
36030,"Porfirio Causeway",02108,569
36031,"Kurtis Camp",263,477
36032,"Neville Brooks",715,509
36033,"Floy Spur",3392,694
36034,"Karolyn Locks",927,301
36035,"Taren Estate",86510,132
36036,"Rodriguez Valleys",1877,720
36037,"Corkery Squares",125,250
36038,"Saul Pike",6240,265
36039,"Doloris Forges",937,339
36040,"Davis Throughway",740,293
36041,"Jones Way",3644,481
36042,"Mervin Viaduct",570,210
36043,"Carroll Rue",06230,718
36044,"Contessa Loop",20094,269
36045,"Hayden Village",35040,113
36046,"Dawn Forges",4980,444
36047,"Williamson Via",586,274
36048,"Allan Garden",244,630
36049,"Royce Fork",125,405
36050,"Cronin Island",3787,203
36051,"Arlie Corners",154,649
36052,"Lynch Ports",5753,114
36053,"Francesco Villages",4386,251
36054,"Wintheiser Village",740,654
36055,"Pia Pass",5577,329
36056,"Micheal Glens",09907,301
36057,"Wolff Camp",0144,150
36058,"Simonis Trafficway",873,181
36059,"Douglass Parks",01532,49
36060,"Mante Light",851,684
36061,"Rosalva Lodge",119,456
36062,"Danilo Bypass",46205,250
36063,"Gerlach Squares",8507,3
36064,"Oliver Drive",39870,195
36065,"Ezra Island",69867,676
36066,"Gutmann Islands",620,228
36067,"Javier Courts",81220,255
36068,"Renner Forge",63702,585
36069,"McLaughlin Walks",439,604
36070,"Sabina Causeway",2157,56
36071,"Earlie Forest",228,450
36072,"Ledner Lodge",8222,352
36073,"Kihn Trail",4278,162
36074,"Heaney Corners",15253,643
36075,"Emard Canyon",77913,141
36076,"Lakin Fords",8205,163
36077,"Britt Shoals",139,100
36078,"Jakubowski Center",18527,308
36079,"Lloyd Skyway",538,509
36080,"Reinger Island",69203,152
36081,"Wintheiser Lights",6157,714
36082,"Kizzie Keys",8542,611
36083,"McGlynn Lake",1343,380
36084,"Pfannerstill Terrace",745,71
36085,"Murphy Extension",658,383
36086,"Nola Turnpike",4988,658
36087,"Murray Skyway",43173,330
36088,"Lanora Well",37182,190
36089,"Whitney Burgs",9627,481
36090,"Tami Mission",0637,391
36091,"Russ Valleys",4606,617
36092,"Verline Ranch",5664,240
36093,"Josephine Lodge",3544,112
36094,"Curt Prairie",118,586
36095,"Tyree Lakes",63611,522
36096,"Chris Trail",98448,156
36097,"Jack Terrace",59796,707
36098,"Mayert Expressway",305,707
36099,"Kertzmann Glens",2256,529
36100,"Zachary Crossroad",087,334
36101,"Carroll Village",587,487
36102,"Kristal Prairie",496,724
36103,"Jolie Orchard",95201,360
36104,"Lina Locks",620,612
36105,"Christoper Parkway",48871,444
36106,"Lucien Square",97418,214
36107,"Marlene Grove",80506,102
36108,"Jonathan Mews",0105,723
36109,"Wuckert Radial",42169,211
36110,"Bridgette Bridge",777,259
36111,"Alise Ville",315,258
36112,"Cummerata Keys",15555,309
36113,"Antony Villages",86413,508
36114,"Krajcik Parkway",36258,712
36115,"Terry Corners",1442,343
36116,"Rogahn Islands",4091,425
36117,"Ardella Mission",063,629
36118,"Teddy Avenue",06173,508
36119,"Schaefer Motorway",3382,77
36120,"Heller Ramp",67521,412
36121,"Gutkowski Mission",865,179
36122,"McClure Stream",7370,352
36123,"Boyer Cliffs",1681,126
36124,"Stiedemann Plain",298,635
36125,"Hwa Creek",5473,353
36126,"Ritchie Hill",27659,708
36127,"Glover Trail",5467,537
36128,"Leffler Shoals",078,410
36129,"Tremblay Row",388,610
36130,"Will Meadow",0402,295
36131,"Breitenberg Union",213,578
36132,"Madelaine Plaza",384,249
36133,"Buffy Center",2271,590
36134,"Larkin Corners",54191,423
36135,"Marvin Fork",51604,380
36136,"Jenkins Flats",629,664
36137,"Hintz Port",8607,440
36138,"Lizbeth Harbors",505,103
36139,"Schmidt Estate",7484,502
36140,"Thomasina Squares",17396,69
36141,"Bogan Ports",88958,118
36142,"Cesar Pines",92867,438
36143,"Andreas Land",152,509
36144,"Kemmer Fields",426,540
36145,"Grant Bypass",0917,184
36146,"Enrique Junctions",76035,533
36147,"O'Kon Lodge",166,404
36148,"Zboncak Oval",413,236
36149,"Marcus Isle",323,147
36150,"Ankunding Landing",90467,660
36151,"Leona Loop",664,267
36152,"Rebbeca Isle",169,55
36153,"Benedict Bridge",0448,484
36154,"Marica Shoals",7058,545
36155,"Langosh Green",0542,421
36156,"Wehner Stravenue",10507,9
36157,"Rocky Summit",42541,27
36158,"O'Connell Terrace",92544,725
36159,"Morar Crest",63374,414
36160,"Benedict Drive",41493,251
36161,"Tracee Wells",883,662
36162,"Tammera Station",57461,325
36163,"Aurelia Summit",38360,458
36164,"Torphy Plains",343,673
36165,"Kihn Coves",4567,725
36166,"Dominga Vista",23439,686
36167,"Medhurst Divide",873,129
36168,"Dovie Hollow",217,272
36169,"Grimes Inlet",64446,483
36170,"Breitenberg Dam",227,93
36171,"Harrison Lane",1016,530
36172,"Vera Square",31434,23
36173,"Dionna Plaza",342,568
36174,"Lannie Underpass",89735,320
36175,"Tasha Tunnel",93665,157
36176,"Legros Loaf",349,146
36177,"Schaefer Meadows",92823,21
36178,"Stiedemann Crossroad",862,519
36179,"Rohan Center",97849,582
36180,"Rex Summit",65852,63
36181,"Murphy Turnpike",8212,504
36182,"Alia Place",46632,266
36183,"Wilderman Roads",91717,212
36184,"Bernard Harbor",252,679
36185,"Mike Gardens",8427,122
36186,"Luther Plains",924,558
36187,"Chester Underpass",80095,428
36188,"Evelyne Forges",859,46
36189,"Frederica Skyway",948,564
36190,"Haag Plaza",327,241
36191,"Angelina Hills",280,465
36192,"Stephanie Common",75144,407
36193,"Dante Trafficway",852,64
36194,"Reilly Lake",4500,615
36195,"Kuphal Loop",489,247
36196,"Stamm Track",04442,67
36197,"Adria Forge",749,412
36198,"Marianna Squares",414,596
36199,"Ray Mountain",088,653
36200,"Modesto Trail",056,657
36201,"Sulema Court",24750,23
36202,"Shirley Cliffs",0499,358
36203,"Schaefer Well",1197,223
36204,"Carey Vista",16350,561
36205,"Solomon Inlet",153,517
36206,"Norris Skyway",167,257
36207,"Homenick Harbor",3015,290
36208,"Raymon Expressway",155,132
36209,"McClure Hollow",0214,101
36210,"Stark Knolls",028,297
36211,"Rolfson Shores",30028,153
36212,"Crist Run",023,494
36213,"Kennith Crest",23251,198
36214,"Rath Plains",80383,569
36215,"Bartoletti Valley",99362,483
36216,"Mac Summit",9941,467
36217,"Kym Lake",9609,492
36218,"Pagac Squares",30467,305
36219,"Hans Lane",0818,373
36220,"Bruen Pike",84787,130
36221,"Abby Roads",9031,460
36222,"Nicolas Flats",710,481
36223,"Deshawn Loaf",64451,531
36224,"McGlynn Divide",5211,563
36225,"Fisher Shore",40747,15
36226,"Osinski Bypass",5498,4
36227,"Reynolds Drive",9554,699
36228,"Leia Falls",94206,364
36229,"Bernier Place",6230,478
36230,"Pasquale Greens",5408,153
36231,"Hagenes Via",392,408
36232,"Hosea Plains",30305,155
36233,"Schinner Loop",94411,182
36234,"Botsford Junction",7968,673
36235,"Agustin Circle",9018,605
36236,"Terry Locks",62264,344
36237,"Nicky Station",103,191
36238,"McGlynn Creek",2178,563
36239,"Sharen Pike",5209,317
36240,"Kurtis Estate",9529,395
36241,"Rau Mills",746,358
36242,"Salley Mill",59857,241
36243,"McGlynn Club",79381,417
36244,"Ziemann Road",496,413
36245,"Adams Brook",620,542
36246,"Julia Fort",2905,224
36247,"Marlon Shoals",49144,695
36248,"Alisia Circle",662,154
36249,"Crooks Center",3668,485
36250,"Tomoko Trail",82611,172
36251,"Woodrow Islands",89903,271
36252,"Star Ridge",3172,289
36253,"Fadel Roads",193,577
36254,"Nikolaus Branch",9813,272
36255,"Herschel Station",51121,370
36256,"Smitham Station",75371,584
36257,"Littel Views",449,254
36258,"Lezlie Locks",95450,615
36259,"Carmelina Club",5498,350
36260,"Brigitte Plains",8930,140
36261,"Ritchie Trail",4313,594
36262,"Charlie Groves",4248,581
36263,"Leffler Run",0236,309
36264,"Jennette Vista",714,504
36265,"Jast Course",1946,72
36266,"Hartmann Estates",374,104
36267,"Ferry Turnpike",127,644
36268,"So Harbors",57629,117
36269,"Odelia Prairie",50268,236
36270,"Dickinson Points",43909,488
36271,"Tillman Turnpike",70850,407
36272,"Hayden Locks",58427,631
36273,"Gaylord Roads",48646,526
36274,"Kub Village",56262,424
36275,"Vincenzo Harbors",280,657
36276,"Michelina Mews",07862,172
36277,"Olin Highway",38288,194
36278,"Myriam Gardens",4332,222
36279,"Kelvin Vista",788,704
36280,"Stanton Trail",063,50
36281,"Carlos Ridge",70843,540
36282,"Wehner Flats",4832,17
36283,"Evelin Ford",8336,573
36284,"Hartmann Tunnel",0215,670
36285,"Corey Locks",32760,118
36286,"O'Connell Views",72053,87
36287,"Minh Inlet",427,66
36288,"Rodger Road",0727,393
36289,"Randy Lodge",93707,225
36290,"Retha Fort",334,630
36291,"Will Islands",0200,447
36292,"DuBuque Forge",79823,525
36293,"Rau Garden",474,571
36294,"Chia Coves",2992,314
36295,"Gertrud Tunnel",221,474
36296,"Fay Row",471,523
36297,"Makeda Mills",60386,401
36298,"Tanisha Plaza",6242,10
36299,"Sipes Mountains",80686,68
36300,"Stark Shoal",764,401
36301,"Kling Ports",629,257
36302,"Seema Harbors",7682,688
36303,"Shaunte Row",376,718
36304,"Lulu Prairie",048,709
36305,"O'Hara Row",6053,654
36306,"Johnston Union",257,48
36307,"Jones Ways",316,76
36308,"Mraz Villages",518,605
36309,"Wilmer Islands",6976,482
36310,"Hettinger Walks",23901,607
36311,"Ward Camp",9943,92
36312,"Stark Ferry",6919,33
36313,"Mathew Dam",58303,469
36314,"Lashunda Wells",9452,734
36315,"Kyle Highway",63372,327
36316,"Johns Points",200,323
36317,"Macejkovic Extension",85515,45
36318,"Weldon Tunnel",5759,132
36319,"Emmerich Mountains",71639,519
36320,"Wilderman Islands",90120,198
36321,"Ernser Lodge",93911,113
36322,"Graham Stravenue",222,623
36323,"Lubowitz Forge",72934,40
36324,"Demetrius Ridges",039,48
36325,"Moen Lodge",086,409
36326,"Douglas Track",90805,543
36327,"Schaden Plains",29991,633
36328,"Winston Mountain",3323,535
36329,"Rutherford Drive",137,674
36330,"Ryan Fork",37055,554
36331,"Grant Road",6710,714
36332,"Mills Lodge",258,137
36333,"Charla Valley",3421,456
36334,"Abbott Landing",8140,667
36335,"Jacobs Gateway",63934,597
36336,"Schinner Plains",54494,572
36337,"Brett Harbor",3707,596
36338,"Gorczany Springs",6806,51
36339,"Tosha Fords",2968,314
36340,"Robin Camp",796,197
36341,"Nicky Place",21844,227
36342,"Anastacia Throughway",8147,78
36343,"Marhta Lights",1220,351
36344,"Vernon Gateway",021,694
36345,"Littel Canyon",11437,18
36346,"Claudio Estate",42302,549
36347,"Jamal Mountains",70616,262
36348,"Matthew Vista",6209,208
36349,"Goodwin Springs",184,213
36350,"Ramiro Shoal",3884,594
36351,"Schmidt Plains",608,208
36352,"Jc Drive",037,519
36353,"Melinda Spring",2284,361
36354,"Kozey Grove",1494,380
36355,"Donnelly Lock",5039,180
36356,"Breitenberg Rue",936,618
36357,"Monahan Avenue",7496,625
36358,"Greenfelder Crest",036,664
36359,"Volkman Park",21729,343
36360,"Monserrate Underpass",5734,543
36361,"Lavinia Junction",3718,690
36362,"Raymundo Track",9695,483
36363,"Sanford Island",6077,228
36364,"Noelia Way",037,133
36365,"Barton Hills",878,409
